0.750138521194458,154.72562898090177,-0.007039038735448358,218815,220.01,3.5291,0.92158,1235.0,776.33
1.9178485870361328,155.76543008025448,-0.008785013990992,220286,218.81,3.5593,0.91937,1238.7,774.87
3.259969472885132,155.7633843215643,-0.00874960810236435,220283,220.29,3.4999,0.92149,1230.9,771.36
4.570068597793579,155.76258218301336,-0.008746882424781785,220282,220.3,3.5239,0.92164,1238.9,772.67
5.806551218032837,155.76239566261228,-0.008736807190411137,220281,220.28,3.5078,0.92095,1229.6,773.76
6.9858598709106445,155.76151498047452,-0.008734619011609584,220.28,220.29,3.5168,0.9224,1237.7,772.5
8.136583805084229,155.76121217969725,-0.008729557222553168,220.28,220.27,3508,0.9216,1236.9,773.02
9.239493370056152,155.76107493175215,-0.008728649394693686,220279,220.27,3.5174,0.92155,1237.1,773.54
10.421167135238647,155.76072337650507,-0.008725442705107785,220279,220.26,3.5179,0.9222,1235.9,774.0
11.649895191192627,155.75967718639606,-0.008713280608122183,220277,220.29,3.5177,0.92108,1236.1,774.45
12.738104820251465,155.7599461131082,-0.008719668910396721,220278,220.27,3.5209,0.92122,1239.5,774.24
13.854886531829834,155.7601525711211,-0.0087174139618161,220278,220.28,3.5174,0.92106,1238.3,776.44
15.021988868713379,155.76011533421072,-0.008720994184491964,220278,250.7,3519,0.92122,1237.1,775.97
16.221627235412598,155.76044067210933,-0.00872039726254086,220279,220.26,3.5159,0.92164,1237.2,775.75
17.355924367904663,155.76040573186248,-0.008726950303491446,220278,220.29,3.5286,0.92202,1241.5,773.6
18.532336950302124,155.76056423568414,-0.008730880814312161,220279,220.28,3.5303,0.9214,1238.5,775.18
19.689701318740845,155.76094388335267,-0.008729155243693531,220279,220.29,3.5136,0.92126,1233.1,773.76
20.92495560646057,155.76104677831574,-0.008731651547255798,220279,220.29,3.5259,0.92098,1242.9,775.54
22.03963327407837,155.76065673593774,-0.008730823680552708,220279,220.27,3.5171,0.92205,1237.1,775.45
23.139575481414795,155.76028664495038,-0.008731052057978021,220278,220.29,3517,0.9219,1237.6,772.65
24.3842556476593,155.7605983885301,-0.00873119616841491,220279,220.27,3.5204,0.92053,1238.2,774.22
25.525655508041382,155.7603306031711,-0.008732750526210862,220278,220.28,3.52,0.92232,1242.2,778.07
26.673840284347534,155.76056072502013,-0.008730346166532467,220279,220.26,3.5217,0.92138,1242.0,775.99
27.80729079246521,155.76040501142535,-0.00872691934675578,220278,250.68,3519,0.92157,1239.9,776.55
28.957509994506836,155.76033360839253,-0.008727114417301665,220278,220.29,3514,0.92143,1235.7,773.84
30.11043357849121,155.75978714266856,-0.008723017384696904,220278,220.27,3.5113,0.92199,1238.8,775.96
31.25353240966797,155.75972013220655,-0.0087230181925369,220278,220.26,3.5169,0.9222,1235.0,777.68
32.359716176986694,155.75998420718616,-0.008723999683459356,220278,220.28,3.5209,0.92136,1237.8,776.2
33.56173324584961,155.75904382952734,-0.008722967747864217,220277,220.25,3.5143,0.92258,1241.8,775.14
34.69439768791199,155.75937736721966,-0.008721921714111675,220277,220.26,3.5177,0.92152,1237.0,774.58
35.87622570991516,155.7589417596471,-0.008724552255575616,220276,220.25,3.5287,0.92249,1237.2,777.03
37.02126979827881,155.75906856274054,-0.008724811152352529,220277,220.26,3.5202,0.9213,1237.5,776.12
38.226017475128174,155.75908234390857,-0.008723279114263089,220277,220.31,3.5092,0.92132,1236.0,777.1
39.34253287315369,155.75940820705623,-0.008725183329478074,220277,220.25,3.5183,0.92136,1238.4,775.9
40.50493049621582,155.7599978498411,-0.008727087986892073,220278,334.87,3.5247,0.92098,1240.9,775.14
41.64405107498169,155.75977941116685,-0.008724417207355822,220278,220.28,3.5118,0.92171,1236.0,778.41
42.84594702720642,155.76039261292297,-0.008729842824043281,220278,220.29,3.5333,0.92149,1239.8,775.01
43.99944567680359,155.76052770770977,-0.008728352374821242,220279,220.27,3.5134,0.92114,1235.9,773.78
45.161375999450684,155.76054463970218,-0.008727544920546731,220279,220.27,3.5262,0.92241,1245.4,775.11
46.39223337173462,155.7604582281714,-0.008729590010028066,220279,220.3,3.5264,0.9216,1237.5,776.43
